municipality,municipality_name,high_score,high_ratio_score,professionals_score,professionals_ratio_score,europeans_score,europeans_ratio_score,NumNewCompanies_10S_score,growth_rate_10S_score,NumCompanies_ML_10S_score,companies_size_ratio_10S_score,NumCompanies_HP_10S_score,companies_profit_ratio_10S_score,competitor_score
28126,Robregordo,0.0231083044460009,18.263488765473166,0.0,0.0,0.0,42.64313075645118,0.1862486419369858,100.0,0.0,0.0,0.0,0.0,100.0
28127,"Rozas de Madrid, Las",100.0,100.0,100.0,67.82200385299939,100.0,67.63838241902057,100.0,53.44245008107219,100.0,27.233777867048083,100.0,32.97880784189221,0.0
28128,Rozas de Puerto Real,0.8032025851885425,22.017872935437595,0.7504418574984799,0.0,1.2950840426878765,80.77572965735587,0.1862486419369858,100.0,0.0,0.0,0.0,0.0,100.0
28129,San Agustín del Guadalix,96.73706817635332,100.0,40.36916504744352,40.59449987040718,34.96280077749726,42.206195225571705,8.939934812975322,49.63503649635037,14.71747700394218,36.009732360097324,14.05152224824356,42.57907542579076,42.85714285714285
28130,San Fernando de Henares,38.10711783843335,12.838783726858022,96.31642250479088,19.63532693747849,100.0,40.34986825990462,100.0,48.224915618287824,100.0,80.15342129487573,100.0,79.96624731512735,0.0
28131,San Lorenzo de El Escorial,74.92122142176999,66.5825661636249,52.67137504294431,35.85694590018368,49.7084385263299,63.66847793918144,17.321123700139687,53.99590163934427,7.884362680683312,10.831381733021075,7.587822014051522,12.90983606557377,57.14285714285714
28132,San Martín de la Vega,16.999851737974705,10.668242114364595,49.28473924986542,19.93677549395883,47.78107941047238,10.843223794236453,21.85317398727301,70.69943289224953,16.819973718791065,23.980556305698084,17.236533957845435,30.434782608695656,57.14285714285714
28133,San Martín de Valdeiglesias,12.06129228364756,19.713222203093032,19.34767088515335,9.569003353227403,22.052175726297133,32.816262038425904,1.9866521806611828,32.53588516746412,0.700832238282961,5.058099794941899,2.2482435597189694,20.09569377990431,57.14285714285714
28134,San Sebastián de los Reyes,100.0,81.89976818940836,100.0,26.64074023631457,100.0,54.09372765974811,100.0,45.04153109274267,100.0,24.12065814583953,100.0,28.336129019219506,0.0
28135,Santa María de la Alameda,0.9850132323547792,7.981889996007702,4.57068618008833,53.77187172389844,3.591828831445445,46.028096286993325,0.1241657612913239,48.57142857142857,0.0,0.0,0.0936768149882903,20.0,100.0
28136,Santorcaz,0.6907614752448706,9.784691145531877,1.8878665234202117,17.43047390065551,2.257274142258168,69.23991632749136,0.1241657612913239,45.94594594594595,0.1752080595707402,28.57142857142857,0.0936768149882903,18.91891891891892,100.0
28137,"Santos de la Humosa, Los",1.3774764203017398,4.904933887053102,4.202467381495608,0.0,6.916299887545894,49.22191579270642,0.1862486419369858,63.74999999999999,0.0,0.0,0.0936768149882903,17.5,100.0
28138,"Serna del Monte, La",0.109556171907565,24.27403466330343,0.0,14.30187978534583,0.0,27.603349851441823,0.0620828806456619,47.22222222222222,0.0,0.0,0.1873536299765807,77.77777777777779,100.0
28140,Serranillos del Valle,2.466778800059356,5.545297692923592,14.792941341913748,55.95050825085919,12.391548813274053,82.0557346531031,2.4212323451808166,56.37755102040817,1.5768725361366622,16.18075801749271,2.810304449648712,35.714285714285715,100.0
28141,Sevilla la Nueva,26.119460031486508,44.43637862226065,30.321519038113227,52.345256974265794,25.00130327606366,61.89639807656285,6.95328263231414,75.31645569620254,0.700832238282961,3.345388788426763,1.4988290398126465,8.860759493670885,85.71428571428571
28143,Somosierra,0.0175065881718356,12.74748723906142,0.0,12.472127220090304,0.0,91.71630388339402,0.0,0.0,0.0,0.0,0.0,0.0,100.0
28144,Soto del Real,40.77699412850641,73.10715817159098,30.644570558127253,56.32987085947845,24.57829710225877,62.75602120822339,2.979978270991774,52.04081632653062,0.700832238282961,5.393586005830904,0.3747072599531615,3.571428571428571,85.71428571428571
28145,Talamanca de Jarama,19.85609161824136,78.10056084927311,9.532920885915509,14.438732176314664,10.592283116244776,42.30686683244891,0.8691603290392674,75.31645569620254,0.700832238282961,26.763110307414102,0.3747072599531615,17.72151898734177,100.0
